rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero,提督,2,甜栗zi,26
2,44140887,-厄童-,舰长,98,甜栗zi,29
3,21763284,Matthew_kk,舰长,44,甜栗zi,27
4,1951359859,盖好被子好家伙,舰长,42,甜栗zi,26
5,30560952,账号已注销,舰长,173,甜栗zi,26
6,448508702,栗子家的DDR,舰长,138,甜栗zi,26
7,7559452,云琅染烟-粑粑大王,舰长,123,甜栗zi,26
8,1752700457,wawa是蛙蛙,舰长,178,甜栗zi,26
9,478530000,大那啥转转转,舰长,105,甜栗zi,25
10,12051525,狗莓呐腮,舰长,165,甜栗zi,25
11,3546892954766152,陆云书,舰长,86,甜栗zi,25
12,620489333,-桃夭酱-,舰长,94,甜栗zi,24
13,3494351216839395,棿铭,舰长,107,甜栗zi,23
14,3546849203981008,细嗦栗子卡的痰,舰长,63,甜栗zi,23
15,435504285,十浦寸,舰长,52,甜栗zi,23
16,108150270,棠棠棠棠堂,舰长,32,甜栗zi,23
17,488750234,B站的辣个男人,舰长,60,甜栗zi,22
18,1952695535,不寻常的小狼狗,舰长,22,甜栗zi,21
19,3546702061505344,我我我我叫甜茶,舰长,29,甜栗zi,21
20,416010879,宠鱼儿_,舰长,17,甜栗zi,21
