rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,85,甜栗zi,42
2,44140887,-厄童-,舰长,181,甜栗zi,43
3,1951359859,盖好被子好家伙,舰长,125,甜栗zi,40
4,7559452,云琅染烟-粑粑大王,舰长,206,甜栗zi,35
5,448508702,DDR-栗音织梦,舰长,221,甜栗zi,34
6,12051525,狗莓呐腮,舰长,248,甜栗zi,32
7,478530000,大那啥转转转,舰长,188,甜栗zi,32
8,3546974085188366,陆云书,舰长,45,甜栗zi,30
9,3546859666672207,v多喝点酒阿巴,舰长,47,甜栗zi,30
10,3546656651872586,句句有回应一问三不知,舰长,2,甜栗zi,29
11,397576075,秋宝-心软的神,舰长,19,甜栗zi,29
12,2010466294,玖九丨黎雾汐m,舰长,106,甜栗zi,28
13,3546392698030143,冰冷小白白,舰长,47,甜栗zi,28
14,488750234,B站的辣个男人,舰长,110,甜栗zi,28
15,3546849203981008,细嗦栗子卡的痰,舰长,146,甜栗zi,26
16,63257298,PSGLGDPTSD,舰长,93,甜栗zi,25
17,3546702061505344,我我我我叫甜茶,舰长,71,甜栗zi,25
18,273486679,御风-天地化生,舰长,7,甜栗zi,23
19,3546737740352336,zero-单推go栗子,舰长,26,甜栗zi,23
20,314827433,虚掩的门牙,舰长,16,甜栗zi,23
21,14220595,今天不想加油猫,舰长,26,甜栗zi,23
22,670677253,小冬枝-加油猫冠,舰长,16,甜栗zi,22
23,629709144,黄璟瑜,舰长,11,甜栗zi,22
24,1884177625,没人要的小go同学,舰长,26,甜栗zi,21
25,384255058,乍见秋风起,舰长,2,甜栗zi,21
26,3546983182633245,雨晴zarya,舰长,34,甜栗zi,21
