rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,舰长,192,甜栗zi,43
2,1316734497,Y-bluezero-有爱播别薅,舰长,96,甜栗zi,42
3,1951359859,盖好被子好家伙,舰长,136,甜栗zi,41
4,7559452,云琅染烟-粑粑大王,舰长,217,甜栗zi,35
5,448508702,DDR-栗音织梦,舰长,232,甜栗zi,34
6,12051525,狗莓呐腮,舰长,259,甜栗zi,33
7,478530000,大那啥转转转,舰长,199,甜栗zi,32
8,3546656651872586,句句有回应一问三不知,舰长,13,甜栗zi,31
9,3546859666672207,v多喝点酒阿巴,舰长,58,甜栗zi,30
10,488750234,B站的辣个男人,舰长,121,甜栗zi,30
11,3546974085188366,陆云书,舰长,56,甜栗zi,30
12,397576075,秋宝-祝北北双满快乐,舰长,30,甜栗zi,29
13,2010466294,玖九丨黎雾汐m,舰长,117,甜栗zi,28
14,3546392698030143,冰冷小白白,舰长,58,甜栗zi,28
15,3546849203981008,细嗦栗子卡的痰,舰长,157,甜栗zi,27
16,1497874693,AAA猪肉批发田总,舰长,34,甜栗zi,26
17,36625512,千面咸鱼,舰长,10,甜栗zi,26
18,63257298,PSGLGDPTSD,舰长,104,甜栗zi,25
19,314827433,虚掩的门牙,舰长,27,甜栗zi,25
20,273486679,御风-天地化生,舰长,18,甜栗zi,25
21,3546702061505344,我我我我叫甜茶,舰长,82,甜栗zi,25
22,103066396,冰冷的五点,舰长,6,甜栗zi,25
23,1884177625,没人要的小go同学,舰长,37,甜栗zi,23
24,670677253,小冬枝-加油猫冠,舰长,27,甜栗zi,22
25,629709144,黄璟瑜,舰长,22,甜栗zi,22
26,3632310639397590,今天就想加油鸭,舰长,10,甜栗zi,21
27,384255058,乍见秋风起,舰长,13,甜栗zi,21
