rank,uid,username,type,accompany,medal_name,medal_level
1,30560952,纳西妲的七度空间,提督,26,甜栗zi,26
2,1752700457,wawa是蛙蛙,舰长,31,甜栗zi,25
3,3546769308781297,道-_-_,舰长,22,甜栗zi,25
4,3537111466642111,似-S,舰长,16,甜栗zi,23
5,16763009,丘丘吖i,舰长,25,甜栗zi,23
6,342119592,Yoka_Q,舰长,13,甜栗zi,22
7,52836727,Cat风铃-歪歪版,舰长,23,甜栗zi,22
8,12051525,狗莓呐腮,舰长,19,甜栗zi,22
9,29678426,星星_天空属于哈夫克,舰长,23,甜栗zi,22
10,1400674452,骨折眉毛主宰世界,舰长,9,甜栗zi,22
11,248610092,B字萨南,舰长,27,甜栗zi,21
12,3546656563792509,猛喵下山0x0,舰长,28,甜栗zi,21
13,285361200,有间客栈无账房,舰长,3,甜栗zi,21
14,3494351216839395,-_-轻绘梨花泪沾衣-_-,舰长,22,甜栗zi,21
15,122478702,霜雪紛飛,舰长,27,甜栗zi,21
16,1643218509,碎水向东流,舰长,12,甜栗zi,21
17,3494365865445814,露露lulu啦,舰长,9,甜栗zi,21
