rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-爱播大笨蛋,提督,218,甜栗zi,46
2,44140887,-厄童-,舰长,314,甜栗zi,44
3,1951359859,猪栗盖被,舰长,257,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,339,甜栗zi,38
5,12051525,go栗莓拿塞,舰长,381,甜栗zi,35
6,448508702,DDR想过CET-6,舰长,354,甜栗zi,35
7,478530000,大那啥转转转,舰长,321,甜栗zi,34
8,3546392698030143,冰冷小白白,舰长,116,甜栗zi,32
9,97554931,桃枝___,舰长,97,甜栗zi,31
10,1752700457,蛙蛙不想,舰长,191,甜栗zi,30
11,3546849203981008,细嗦栗子卡的痰,舰长,273,甜栗zi,30
12,3690977564822180,亿盆猪猪,舰长,64,甜栗zi,28
13,314827433,虚掩的门牙,舰长,149,甜栗zi,28
14,500945816,非正式调查1,舰长,64,甜栗zi,27
15,452065807,pokoyeak,舰长,21,甜栗zi,24
16,3546820795960171,饭田马丽娜-无语中,舰长,30,甜栗zi,23
