rank,uid,username,type,accompany,medal_name,medal_level
1,44140887,-厄童-,提督,70,甜栗zi,28
2,3546769308781297,道-_-_,舰长,141,甜栗zi,26
3,30560952,账号已注销,舰长,145,甜栗zi,26
4,1951359859,盖好被子好家伙,舰长,14,甜栗zi,26
5,448508702,栗子家的DDR,舰长,110,甜栗zi,26
6,7559452,云琅染烟,舰长,95,甜栗zi,26
7,1752700457,wawa是蛙蛙,舰长,150,甜栗zi,26
8,478530000,大那啥转转转,舰长,77,甜栗zi,25
9,12051525,狗莓呐C,舰长,137,甜栗zi,25
10,3546892954766152,云书已成灰烬,舰长,58,甜栗zi,24
11,21763284,Matthew_kk,舰长,16,甜栗zi,24
12,620489333,-陌小寒-独宠栗子,舰长,66,甜栗zi,23
13,3494351216839395,棿铭,舰长,81,甜栗zi,23
14,3546849203981008,细嗦栗子卡的痰,舰长,35,甜栗zi,23
15,108150270,糖唐棠棠堂,舰长,4,甜栗zi,23
16,488750234,B站的辣个男人,舰长,32,甜栗zi,22
17,435504285,十浦寸,舰长,24,甜栗zi,22
18,1200120699,青山入梦---,舰长,48,甜栗zi,22
19,1302393099,黃金体験,舰长,0,甜栗zi,22
20,1665463273,兀劫1314,舰长,5,甜栗zi,22
21,2010466294,玖九丨妤云汐,舰长,0,甜栗zi,22
22,2040855,fty158,舰长,0,甜栗zi,21
23,26448358,十八咕,舰长,0,甜栗zi,21
