rank,uid,username,type,accompany,medal_name,medal_level
1,3546769308781297,道-_-_,舰长,89,甜栗zi,26
2,44140887,儿科小不懂,舰长,18,甜栗zi,26
3,30560952,账号已注销,舰长,93,甜栗zi,26
4,1752700457,wawa是蛙蛙-栗子版,舰长,98,甜栗zi,26
5,448508702,DDR-栗所当然,舰长,58,甜栗zi,25
6,7559452,云琅染烟-单推理宝版,舰长,43,甜栗zi,24
7,175002328,想退网了黑化了,舰长,42,甜栗zi,24
8,12051525,狗莓呐腮欠六月舰长,舰长,86,甜栗zi,24
9,285361200,有间客栈无跑堂,舰长,70,甜栗zi,23
10,478530000,大那啥转转转,舰长,25,甜栗zi,23
11,3546892954766152,陆云书,舰长,6,甜栗zi,22
12,620489333,-陌小寒-独宠栗子,舰长,16,甜栗zi,22
13,20629497,群星闪耀-愿你爱自己,舰长,14,甜栗zi,21
14,1902751788,-_-轻绘梨花泪沾衣-_-,舰长,9,甜栗zi,21
