rank,uid,username,type,accompany,medal_name,medal_level
1,3546769308781297,道-_-_,提督,54,甜栗zi,26
2,30560952,账号已注销,舰长,58,甜栗zi,26
3,1752700457,wawa是蛙蛙-栗子,舰长,63,甜栗zi,25
4,448508702,DDR-栗栗栗-所当然,舰长,23,甜栗zi,25
5,3546678825060788,Elextrano,舰长,29,甜栗zi,23
6,12051525,狗莓呐腮,舰长,51,甜栗zi,23
7,285361200,有间客栈无账房,舰长,35,甜栗zi,23
8,175002328,栗子炖菜炖汤,舰长,7,甜栗zi,23
9,3494351216839395,想撕一次巴黎世家,舰长,54,甜栗zi,22
10,25640603,Mon3tr与我有个约定,舰长,5,甜栗zi,21
11,1044409355,Twixim_,舰长,24,甜栗zi,21
12,7559452,云琅染烟,舰长,8,甜栗zi,21
