rank,uid,username,type,accompany,medal_name,medal_level
1,3546769308781297,道-_-_,提督,52,甜栗zi,26
2,30560952,账号已注销,舰长,56,甜栗zi,26
3,1752700457,wawa是蛙蛙-栗子,舰长,61,甜栗zi,25
4,448508702,Edwin-unddr,舰长,21,甜栗zi,24
5,3546678825060788,Elextrano,舰长,27,甜栗zi,23
6,348979673,开鹿虎,舰长,30,甜栗zi,23
7,12051525,狗莓呐腮,舰长,49,甜栗zi,23
8,175002328,栗子炖菜炖汤,舰长,5,甜栗zi,22
9,285361200,有间客栈无账房,舰长,33,甜栗zi,22
10,3494351216839395,想撕一次巴黎世家,舰长,52,甜栗zi,22
11,25640603,Mon3tr与我有个约定,舰长,3,甜栗zi,21
12,1044409355,Twixim_,舰长,22,甜栗zi,21
13,7559452,云琅染烟,舰长,6,甜栗zi,21
