rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-封米锁票,舰长,366,甜栗zi,49
2,44140887,-厄童-,舰长,462,甜栗zi,44
3,1951359859,猪栗盖被,舰长,405,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,487,甜栗zi,38
5,3546737740352336,zero-爱播的嫡长小狗,舰长,194,甜栗zi,36
6,12051525,go栗莓拿塞,舰长,529,甜栗zi,35
7,478530000,大那啥转转转,舰长,469,甜栗zi,35
8,448508702,ununddr,舰长,502,甜栗zi,35
9,97554931,桃枝___穷鬼版,舰长,245,甜栗zi,35
10,3690977564822180,亿盆猪猪,舰长,212,甜栗zi,34
11,266729102,早晚把破盒子炸了,舰长,2,甜栗zi,34
12,3461574368955256,栗子的小奶龙-穷鬼版,舰长,139,甜栗zi,34
13,13131692,打死不吃猫粮的汪,舰长,13,甜栗zi,33
14,1752700457,蛙蛙有点小迷糊,舰长,339,甜栗zi,33
15,3546974085188366,御风-AI小助理,舰长,247,甜栗zi,32
16,13572023,木瀚,舰长,22,甜栗zi,26
17,354085049,PINK系イケメン,舰长,61,甜栗zi,25
18,616520070,野牛不牛,舰长,32,甜栗zi,24
19,1354494125,全体目光看向我嗷,舰长,24,甜栗zi,23
20,247108378,太秀了_,舰长,7,甜栗zi,21
21,2028510271,Caritatem,舰长,21,甜栗zi,21
