rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-7月必戒氪,舰长,332,甜栗zi,49
2,44140887,-厄童-,舰长,428,甜栗zi,44
3,1951359859,猪栗盖被,舰长,371,甜栗zi,43
4,7559452,云琅染烟-粑粑大王,舰长,453,甜栗zi,38
5,3546737740352336,zero-爱播的嫡长小狗,舰长,160,甜栗zi,35
6,12051525,go栗莓拿塞,舰长,495,甜栗zi,35
7,478530000,大那啥转转转,舰长,435,甜栗zi,35
8,448508702,ununddr,舰长,468,甜栗zi,35
9,97554931,桃枝___,舰长,211,甜栗zi,34
10,3690977564822180,亿盆猪猪,舰长,178,甜栗zi,34
11,3461574368955256,栗子姐姐的汪汪小奶龙,舰长,105,甜栗zi,32
12,3546974085188366,御风-落花雨,舰长,213,甜栗zi,32
13,1752700457,蛙蛙有点小迷糊,舰长,305,甜栗zi,32
14,3546849203981008,go栗拉粑通畅,舰长,387,甜栗zi,31
15,500761656,人间惊鸿客CA,舰长,83,甜栗zi,27
16,471493795,往路若尘,舰长,28,甜栗zi,24
17,354085049,PINK系イケメン,舰长,27,甜栗zi,21
