rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-有爱播别薅,提督,107,甜栗zi,43
2,44140887,-厄童-,舰长,203,甜栗zi,43
3,1951359859,盖好被子好家伙,舰长,147,甜栗zi,41
4,7559452,云琅染烟-粑粑大王,舰长,228,甜栗zi,36
5,448508702,DDR-栗音织梦,舰长,243,甜栗zi,34
6,12051525,狗莓呐腮,舰长,270,甜栗zi,33
7,478530000,大那啥转转转,舰长,210,甜栗zi,32
8,3546656651872586,句句有回应一问三不知,舰长,24,甜栗zi,31
9,3546859666672207,还睡不睡了你就吃,舰长,69,甜栗zi,30
10,488750234,B站的辣个男人,舰长,132,甜栗zi,30
11,3546974085188366,陆云书,舰长,67,甜栗zi,30
12,397576075,秋宝-心软的神,舰长,41,甜栗zi,29
13,2010466294,玖九丨黎雾汐m,舰长,128,甜栗zi,28
14,3546849203981008,细嗦栗子卡的痰,舰长,168,甜栗zi,27
15,63257298,PSGLGDPTSD,舰长,115,甜栗zi,27
16,36625512,千面咸鱼,舰长,21,甜栗zi,27
17,1497874693,账号已注销,舰长,45,甜栗zi,26
18,273486679,御风-路过的王小明,舰长,29,甜栗zi,25
19,314827433,虚掩的门牙,舰长,38,甜栗zi,25
20,3546737740352336,zero-单推go栗子,舰长,37,甜栗zi,25
21,103066396,冰冷的五点,舰长,17,甜栗zi,25
22,670677253,小冬枝-加油猫冠,舰长,37,甜栗zi,24
23,629709144,黄璟瑜,舰长,32,甜栗zi,24
24,1884177625,没人要的小go同学,舰长,48,甜栗zi,23
25,3632310639397590,芋泥香草派,舰长,21,甜栗zi,21
26,384255058,乍见秋风起,舰长,24,甜栗zi,21
