rank,uid,username,type,accompany,medal_name,medal_level
1,1316734497,Y-bluezero-9月必戒氪,提督,397,甜栗zi,50
2,12768058,go栗家的破站_无后缀版,提督,30,甜栗zi,40
3,266729102,早晚把破盒子炸了,提督,33,甜栗zi,38
4,1191459198,壹声壹栗,提督,27,甜栗zi,33
5,3747559933742902,叹气_14138,提督,2,甜栗zi,30
6,44140887,-厄童-,舰长,493,甜栗zi,44
7,1951359859,猪栗盖被,舰长,436,甜栗zi,44
8,3546737740352336,zero-爱播的嫡长小狗,舰长,225,甜栗zi,36
9,97554931,韭菜_的自我修养,舰长,276,甜栗zi,36
10,12051525,go栗莓拿塞,舰长,560,甜栗zi,36
11,478530000,大那啥转转转,舰长,500,甜栗zi,35
12,3461574368955256,栗子的小奶龙-穷鬼版,舰长,170,甜栗zi,35
13,448508702,ununddr,舰长,533,甜栗zi,35
14,3690977564822180,举个-栗子牙,舰长,243,甜栗zi,35
15,1752700457,蛙蛙有点小迷糊,舰长,370,甜栗zi,34
16,3546974085188366,御风-oO,舰长,278,甜栗zi,33
17,616520070,栗子大王的小野牛,舰长,63,甜栗zi,30
18,13572023,木瀚,舰长,53,甜栗zi,26
19,354085049,PINK系イケメン,舰长,92,甜栗zi,26
20,388620824,七斤半的梦里是灰丝,舰长,20,甜栗zi,26
21,1354494125,百香果味栗子,舰长,55,甜栗zi,25
22,71135718,江源源lith,舰长,32,甜栗zi,25
23,3546560835095201,小彭友_plm,舰长,16,甜栗zi,24
24,3707027490605775,三千年的床精,舰长,13,甜栗zi,23
25,11616614,對對對對對QwQ,舰长,45,甜栗zi,22
